iter	Passed	Remaining
445	1155	1435
446	1157	1431
447	1158	1427
448	1159	1423
449	1161	1419
450	1162	1415
451	1164	1411
452	1168	1411
453	1170	1407
454	1171	1403
455	1172	1399
456	1174	1395
457	1175	1391
458	1177	1388
459	1179	1385
460	1182	1382
461	1183	1378
462	1184	1374
463	1186	1370
464	1188	1366
465	1189	1363
466	1191	1360
467	1193	1357
468	1195	1353
469	1196	1349
470	1197	1345
471	1199	1342
472	1201	1338
473	1203	1335
474	1206	1333
475	1207	1329
476	1208	1325
477	1210	1321
478	1212	1318
479	1213	1314
480	1215	1311
481	1217	1308
482	1219	1304
483	1220	1301
484	1221	1297
485	1223	1294
486	1225	1290
487	1226	1286
488	1229	1284
489	1231	1281
490	1232	1277
491	1234	1274
492	1235	1271
493	1237	1267
494	1238	1263
495	1241	1261
496	1242	1257
497	1244	1254
498	1245	1250
499	1247	1247
500	1249	1244
501	1253	1243
502	1255	1240
503	1256	1236
504	1257	1232
505	1259	1229
506	1261	1226
507	1262	1222
508	1264	1219
509	1266	1217
510	1268	1213
511	1269	1210
512	1271	1207
513	1273	1203
514	1274	1200
515	1276	1197
516	1278	1194
517	1280	1191
518	1282	1188
519	1284	1185
520	1285	1182
521	1287	1178
522	1289	1175
523	1291	1173
524	1293	1170
525	1295	1167
526	1296	1163
527	1297	1160
528	1299	1156
529	1300	1153
530	1302	1150
531	1304	1147
532	1307	1145
533	1308	1142
534	1310	1138
535	1311	1135
536	1313	1132
537	1314	1129
538	1319	1128
539	1321	1125
540	1322	1122
541	1323	1118
542	1325	1115
543	1327	1112
544	1328	1109
545	1330	1106
546	1333	1104
547	1334	1100
548	1336	1097
549	1337	1094
550	1339	1091
551	1340	1088
552	1342	1085
553	1344	1082
554	1345	1079
555	1347	1075
556	1348	1072
557	1350	1069
558	1351	1066
559	1353	1063
560	1355	1060
561	1357	1058
562	1359	1055
563	1361	1052
564	1363	1049
565	1364	1046
566	1366	1043
567	1368	1040
568	1370	1038
569	1371	1034
570	1373	1031
571	1374	1028
572	1376	1025
573	1377	1022
574	1379	1019
575	1381	1016
576	1382	1013
577	1384	1010
578	1386	1007
579	1387	1004
580	1388	1001
581	1391	999
582	1394	997
583	1395	993
584	1396	990
585	1398	987
586	1399	984
587	1401	981
588	1404	980
589	1406	977
590	1408	974
591	1409	971
592	1411	968
593	1412	965
594	1414	962
595	1416	959
596	1418	957
597	1419	954
598	1421	951
599	1422	948
600	1424	945
601	1426	942
602	1428	940
603	1430	938
604	1432	935
605	1433	932
606	1435	929
607	1437	926
608	1438	923
609	1441	921
610	1443	919
611	1445	916
612	1446	913
613	1447	910
614	1449	907
615	1451	904
616	1453	902
617	1456	900
618	1458	897
619	1459	894
620	1462	892
621	1464	889
622	1466	887
623	1469	885
624	1470	882
625	1471	879
626	1473	876
627	1474	873
628	1476	870
629	1478	868
630	1480	866
631	1482	863
632	1484	860
633	1485	857
634	1487	854
635	1488	852
636	1490	849
637	1492	846
638	1497	845
639	1498	843
640	1500	840
641	1501	837
642	1503	834
643	1505	832
644	1507	829
645	1509	827
646	1510	824
647	1512	821
648	1514	818
649	1515	815
650	1519	814
651	1521	812
652	1523	809
653	1524	806
654	1525	803
655	1527	801
656	1529	798
657	1531	796
658	1533	793
659	1535	790
660	1536	788
661	1538	785
662	1539	782
663	1541	779
664	1544	778
665	1547	775
666	1548	773
667	1550	770
668	1552	767
669	1553	765
670	1554	762
671	1556	759
672	1558	757
673	1560	754
674	1561	751
675	1563	749
676	1564	746
677	1566	743
678	1569	741
679	1571	739
680	1573	737
681	1575	734
682	1576	731
683	1578	729
684	1579	726
685	1582	724
686	1584	721
687	1586	719
688	1587	716
689	1588	713
690	1590	711
691	1592	708
692	1594	706
693	1595	703
694	1596	700
695	1598	698
696	1599	695
697	1601	692
698	1602	690
699	1604	687
700	1606	685
701	1608	682
702	1610	680
703	1612	677
704	1613	675
705	1614	672
706	1616	669
707	1619	668
708	1621	665
709	1623	663
710	1625	660
711	1626	658
712	1628	655
713	1629	652
714	1632	650
715	1634	648
716	1636	645
717	1637	643
718	1638	640
719	1640	638
720	1642	635
721	1643	632
722	1646	630
723	1647	628
724	1649	625
725	1650	622
726	1652	620
727	1653	617
728	1655	615
729	1659	613
730	1661	611
731	1662	608
732	1664	606
733	1665	603
734	1667	601
735	1669	598
736	1673	597
737	1674	594
738	1676	591
739	1677	589
740	1679	586
741	1680	584
742	1683	582
743	1686	580
744	1687	577
745	1689	575
746	1690	572
747	1692	570
748	1694	567
749	1698	566
750	1700	563
751	1701	561
752	1703	558
753	1704	556
754	1706	553
755	1707	551
756	1710	549
757	1712	546
758	1714	544
759	1715	541
760	1717	539
761	1718	536
762	1720	534
763	1724	532
764	1726	530
765	1727	527
766	1729	525
767	1730	522
768	1732	520
769	1733	517
770	1738	516
771	1740	514
772	1742	511
773	1743	509
774	1745	506
775	1747	504
776	1753	503
777	1754	500
778	1756	498
779	1758	495
780	1759	493
781	1761	491
782	1763	488
783	1765	486
784	1767	484
785	1768	481
786	1770	479
787	1772	476
788	1773	474
789	1775	472
790	1777	469
791	1778	467
792	1780	464
793	1782	462
794	1783	460
795	1785	457
796	1788	455
797	1789	453
798	1791	450
799	1793	448
800	1795	446
801	1796	443
802	1799	441
803	1801	439
804	1802	436
805	1804	434
806	1805	431
807	1807	429
808	1808	426
809	1809	424
810	1813	422
811	1814	420
812	1816	417
813	1817	415
814	1819	412
815	1820	410
816	1822	408
817	1825	406
818	1827	403
819	1828	401
820	1829	398
821	1831	396
822	1832	394
823	1834	391
824	1838	390
825	1840	387
826	1842	385
827	1843	383
828	1845	380
829	1846	378
830	1848	375
831	1852	374
832	1855	371
833	1856	369
834	1857	367
835	1859	364
836	1861	362
837	1862	360
838	1865	357
839	1866	355
840	1868	353
841	1869	350
842	1871	348
843	1873	346
844	1874	343
845	1878	341
846	1879	339
847	1880	337
848	1882	334
849	1883	332
850	1885	330
851	1887	327
852	1889	325
853	1891	323
854	1893	321
855	1894	318
856	1896	316
857	1898	314
858	1900	311
859	1904	310
860	1906	307
861	1907	305
862	1909	303
863	1910	300
864	1912	298
865	1913	296
866	1916	293
867	1918	291
868	1919	289
869	1921	287
870	1923	284
871	1924	282
872	1926	280
873	1929	278
874	1932	276
875	1933	273
876	1934	271
877	1936	269
878	1938	266
879	1940	264
880	1943	262
881	1945	260
882	1946	257
883	1948	255
884	1949	253
885	1951	251
886	1953	248
887	1954	246
888	1957	244
889	1959	242
890	1961	239
891	1962	237
892	1963	235
893	1965	233
894	1967	230
895	1969	228
896	1971	226
897	1972	224
898	1974	221
899	1975	219
900	1977	217
901	1978	215
902	1982	213
903	1984	210
904	1985	208
905	1987	206
906	1989	203
907	1990	201
908	1992	199
909	1997	197
910	1998	195
911	1999	192
912	2001	190
913	2003	188
914	2004	186
915	2006	183
916	2009	181
917	2011	179
918	2014	177
919	2015	175
920	2017	173
921	2018	170
922	2023	168
923	2024	166
924	2026	164
925	2028	162
926	2029	159
927	2030	157
928	2032	155
929	2034	153
930	2035	150
931	2037	148
932	2039	146
933	2040	144
934	2041	141
935	2043	139
936	2045	137
937	2048	135
938	2051	133
939	2091	133
940	2101	131
941	2104	129
942	2107	127
943	2109	125
944	2110	122
945	2112	120
946	2114	118
947	2115	116
948	2117	113
949	2120	111
950	2130	109
951	2133	107
952	2136	105
953	2137	103
954	2138	100
955	2141	98
956	2142	96
957	2144	94
958	2147	91
959	2148	89
960	2149	87
961	2151	84
962	2153	82
963	2154	80
964	2156	78
965	2159	75
966	2161	73
967	2162	71
968	2164	69
969	2166	66
970	2167	64
971	2168	62
972	2171	60
973	2174	58
974	2175	55
975	2177	53
976	2178	51
977	2180	49
978	2181	46
979	2183	44
980	2186	42
981	2188	40
982	2189	37
983	2190	35
984	2192	33
985	2194	31
986	2195	28
987	2197	26
988	2200	24
989	2201	22
990	2203	20
991	2204	17
992	2206	15
993	2208	13
994	2210	11
995	2212	8
996	2213	6
997	2215	4
998	2216	2
999	2218	0
